Date,Corpus,Withdrawal,Strategy,Market_Signal
2005-02-28,1338319.6747506848,4208.256533333334,Static SWP,Bullish
2005-03-31,1291096.8407714244,4208.256533333334,Static SWP,Bullish
2005-04-30,1202439.123697863,4208.256533333334,Static SWP,Bullish
2005-05-31,1315188.2179347214,4208.256533333334,Static SWP,Bullish
2005-06-30,1394803.4829439688,4208.256533333334,Static SWP,Bullish
2005-07-31,1448193.8391215976,4208.256533333334,Static SWP,Bullish
2005-08-31,1489298.3985119972,4208.256533333334,Static SWP,Bullish
2005-09-30,1620458.195100705,4208.256533333334,Static SWP,Bullish
2005-10-31,1472698.5466011388,4208.256533333334,Static SWP,Bullish
2005-11-30,1642965.2672749325,4460.751925333335,Static SWP,Bullish
2005-12-31,1752671.1658383426,4460.751925333335,Static SWP,Bullish
2006-01-31,1849883.939970614,4460.751925333335,Static SWP,Bullish
2006-02-28,1890790.372738172,4460.751925333335,Static SWP,Bullish
2006-03-31,2087941.3629997873,4460.751925333335,Static SWP,Bullish
2006-04-30,2178625.5195498965,4460.751925333335,Static SWP,Bullish
2006-05-31,1876208.210806202,4460.751925333335,Static SWP,Bullish
2006-06-30,1906662.3248868186,4460.751925333335,Static SWP,Bullish
2006-07-31,1911344.1900810115,4460.751925333335,Static SWP,Bullish
2006-08-31,2071493.0310084813,4460.751925333335,Static SWP,Bullish
2006-09-30,2172915.7361003365,4460.751925333335,Static SWP,Bullish
2006-10-31,2262737.38862011,4460.751925333335,Static SWP,Bullish
2006-11-30,2385163.700739181,4728.397040853335,Static SWP,Bullish
2006-12-31,2387612.809840393,4728.397040853335,Static SWP,Bullish
2007-01-31,2452892.321680247,4728.397040853335,Static SWP,Bullish
2007-02-28,2245453.495429578,4728.397040853335,Static SWP,Bullish
2007-03-31,2286439.9487415683,4728.397040853335,Static SWP,Bullish
2007-04-30,2441069.2155667683,4728.397040853335,Static SWP,Bullish
2007-05-31,2560487.27267507,4728.397040853335,Static SWP,Bullish
2007-06-30,2569169.873267996,4728.397040853335,Static SWP,Bullish
2007-07-31,2689708.0665095635,4728.397040853335,Static SWP,Bullish
2007-08-31,2646464.9100677264,4728.397040853335,Static SWP,Bullish
2007-09-30,2972159.276832036,4728.397040853335,Static SWP,Bullish
2007-10-31,3487892.4393555243,4728.397040853335,Static SWP,Bullish
2007-11-30,3401367.222583443,5012.100863304536,Static SWP,Bullish
2007-12-31,3618194.325330912,5012.100863304536,Static SWP,Bullish
2008-01-31,3023087.536948459,5012.100863304536,Static SWP,Bullish
2008-02-29,3068710.8062696657,5012.100863304536,Static SWP,Bullish
2008-03-31,2776420.1404085886,5012.100863304536,Static SWP,Bullish
2008-04-30,3024390.962466873,5012.100863304536,Static SWP,Bearish
2008-05-31,2846201.903726394,5012.100863304536,Static SWP,Bearish
2008-06-30,2356381.1153133,5012.100863304536,Static SWP,Bearish
2008-07-31,2521891.7992485026,5012.100863304536,Static SWP,Bearish
2008-08-31,2532623.515685114,5012.100863304536,Static SWP,Bearish
2008-09-30,2272722.6077845097,5012.100863304536,Static SWP,Bearish
2008-10-31,1558194.7004539485,5012.100863304536,Static SWP,Bearish
2008-11-30,1586419.7027824083,5312.826915102808,Static SWP,Bearish
2008-12-31,1698601.319028262,5312.826915102808,Static SWP,Bearish
2009-01-31,1644870.189134252,5312.826915102808,Static SWP,Bearish
2009-02-28,1575960.8262784674,5312.826915102808,Static SWP,Bearish
2009-03-31,1717372.3387701092,5312.826915102808,Static SWP,Bearish
2009-04-30,1969584.3532005632,5312.826915102808,Static SWP,Bearish
2009-05-31,2517055.7472358337,5312.826915102808,Static SWP,Bearish
2009-06-30,2422437.0729407477,5312.826915102808,Static SWP,Bullish
2009-07-31,2612083.2642587516,5312.826915102808,Static SWP,Bullish
2009-08-31,2621221.1346936123,5312.826915102808,Static SWP,Bullish
2009-09-30,2853089.4355257684,5312.826915102808,Static SWP,Bullish
2009-10-31,2638871.6149788504,5312.826915102808,Static SWP,Bullish
2009-11-30,2813021.793266468,5631.5965300089765,Static SWP,Bullish
2009-12-31,2901489.2328197565,5631.5965300089765,Static SWP,Bullish
2010-01-31,2717898.36551375,5631.5965300089765,Static SWP,Bullish
2010-02-28,2734674.447973495,5631.5965300089765,Static SWP,Bullish
2010-03-31,2910602.612042746,5631.5965300089765,Static SWP,Bullish
2010-04-30,2920995.9370208117,5631.5965300089765,Static SWP,Bullish
2010-05-31,2809272.085635386,5631.5965300089765,Static SWP,Bullish
2010-06-30,2928575.5786145926,5631.5965300089765,Static SWP,Bullish
2010-07-31,2953318.4789093677,5631.5965300089765,Static SWP,Bullish
2010-08-31,2966834.2635303466,5631.5965300089765,Static SWP,Bullish
2010-09-30,3305834.0978604127,5631.5965300089765,Static SWP,Bullish
2010-10-31,3293486.613520589,5631.5965300089765,Static SWP,Bullish
2010-11-30,3202685.636562508,5969.4923218095155,Static SWP,Bullish
2010-12-31,3345195.5063123875,5969.4923218095155,Static SWP,Bullish
2011-01-31,2996445.0383172603,5969.4923218095155,Static SWP,Bullish
2011-02-28,2896515.2060209736,5969.4923218095155,Static SWP,Bullish
2011-03-31,3162369.809815697,5969.4923218095155,Static SWP,Bearish
2011-04-30,3110729.92426878,5969.4923218095155,Static SWP,Bearish
2011-05-31,3002313.834649763,5969.4923218095155,Static SWP,Bearish
2011-06-30,3043456.719165484,5969.4923218095155,Static SWP,Bearish
2011-07-31,2948351.032957998,5969.4923218095155,Static SWP,Bearish
2011-08-31,2683688.2084850036,5969.4923218095155,Static SWP,Bearish
2011-09-30,2646728.315435338,5969.4923218095155,Static SWP,Bearish
2011-10-31,2846013.1193198985,5969.4923218095155,Static SWP,Bearish
2011-11-30,2575446.395362949,6327.661861118087,Static SWP,Bearish
2011-12-31,2458389.542240016,6327.661861118087,Static SWP,Bearish
2012-01-31,2757719.1836055266,6327.661861118087,Static SWP,Bearish
2012-02-29,2850020.7244546935,6327.661861118087,Static SWP,Bearish
2012-03-31,2796247.4045033725,6327.661861118087,Static SWP,Bullish
2012-04-30,2764890.779272357,6327.661861118087,Static SWP,Bullish
2012-05-31,2587922.391935345,6327.661861118087,Static SWP,Bullish
2012-06-30,2767979.7991304016,6327.661861118087,Static SWP,Bearish
2012-07-31,2735487.1801803815,6327.661861118087,Static SWP,Bullish
2012-08-31,2744592.081297906,6327.661861118087,Static SWP,Bullish
2012-09-30,2970420.84384704,6327.661861118087,Static SWP,Bullish
2012-10-31,2920552.217536285,6327.661861118087,Static SWP,Bullish
2012-11-30,3049044.579112434,6707.321572785172,Static SWP,Bullish
2012-12-31,3055430.852720238,6707.321572785172,Static SWP,Bullish
2013-01-31,3115807.3417611895,6707.321572785172,Static SWP,Bullish
2013-02-28,2932676.5778453415,6707.321572785172,Static SWP,Bullish
2013-03-31,2920560.3622583854,6707.321572785172,Static SWP,Bullish
2013-04-30,3041133.35915412,6707.321572785172,Static SWP,Bullish
2013-05-31,3063015.8296242408,6707.321572785172,Static SWP,Bullish
2013-06-30,2982751.50782451,6707.321572785172,Static SWP,Bullish
2013-07-31,2924886.796726543,6707.321572785172,Static SWP,Bullish
2013-08-31,2780543.7363039646,6707.321572785172,Static SWP,Bearish
2013-09-30,2907736.278490106,6707.321572785172,Static SWP,Bearish
2013-10-31,3186894.9274204588,6707.321572785172,Static SWP,Bearish
2013-11-30,3117531.144848936,7109.760867152283,Static SWP,Bullish
2013-12-31,3174981.90492966,7109.760867152283,Static SWP,Bullish
2014-01-31,3059840.1614153925,7109.760867152283,Static SWP,Bullish
2014-02-28,3146919.913358375,7109.760867152283,Static SWP,Bullish
2014-03-31,3354009.9681632235,7109.760867152283,Static SWP,Bullish
2014-04-30,3342997.985144036,7109.760867152283,Static SWP,Bullish
2014-05-31,3602248.742611153,7109.760867152283,Static SWP,Bullish
2014-06-30,3785167.6362204347,7109.760867152283,Static SWP,Bullish
2014-07-31,3832736.6355735366,7109.760867152283,Static SWP,Bullish
2014-08-31,3941309.3728505326,7109.760867152283,Static SWP,Bullish
2014-09-30,3939377.493638863,7109.760867152283,Static SWP,Bullish
2014-10-31,4109037.2079909914,7109.760867152283,Static SWP,Bullish
2014-11-30,4232861.481162036,7536.34651918142,Static SWP,Bullish
2014-12-31,4074729.7484385567,7536.34651918142,Static SWP,Bullish
2015-01-31,4326061.016782689,7536.34651918142,Static SWP,Bullish
2015-02-28,4364172.523174763,7536.34651918142,Static SWP,Bullish
2015-03-31,4155215.0921454676,7536.34651918142,Static SWP,Bullish
2015-04-30,3996219.6629482717,7536.34651918142,Static SWP,Bullish
2015-05-31,4111844.935693578,7536.34651918142,Static SWP,Bullish
2015-06-30,4072544.560840231,7536.34651918142,Static SWP,Bearish
2015-07-31,4144989.417472641,7536.34651918142,Static SWP,Bearish
2015-08-31,3864669.791347963,7536.34651918142,Static SWP,Bearish
2015-09-30,3846273.409034595,7536.34651918142,Static SWP,Bearish
2015-10-31,3895302.041508248,7536.34651918142,Static SWP,Bearish
2015-11-30,3824265.6229138644,7988.527310332306,Static SWP,Bearish
2015-12-31,3821626.561394068,7988.527310332306,Static SWP,Bearish
2016-01-31,3629538.58619865,7988.527310332306,Static SWP,Bearish
2016-02-29,3344903.6435220516,7988.527310332306,Static SWP,Bearish
2016-03-31,3696608.1701558437,7988.527310332306,Static SWP,Bearish
2016-04-30,3741835.055612409,7988.527310332306,Static SWP,Bearish
2016-05-31,3881760.03154503,7988.527310332306,Static SWP,Bullish
2016-06-30,3934494.6164547345,7988.527310332306,Static SWP,Bullish
2016-07-31,4093019.7975358837,7988.527310332306,Static SWP,Bullish
2016-08-31,4155013.214324186,7988.527310332306,Static SWP,Bullish
2016-09-30,4064243.158802858,7988.527310332306,Static SWP,Bullish
2016-10-31,4063121.8603714313,7988.527310332306,Static SWP,Bullish
2016-11-30,3865669.4183895634,8467.838948952245,Static SWP,Bullish
2016-12-31,3839011.852832103,8467.838948952245,Static SWP,Bearish
2017-01-31,4006647.626326462,8467.838948952245,Static SWP,Bearish
2017-02-28,4147142.67145583,8467.838948952245,Static SWP,Bullish
2017-03-31,4276055.121800171,8467.838948952245,Static SWP,Bullish
2017-04-30,4328322.530963557,8467.838948952245,Static SWP,Bullish
2017-05-31,4467418.80730006,8467.838948952245,Static SWP,Bullish
2017-06-30,4412355.621871954,8467.838948952245,Static SWP,Bullish
2017-07-31,4661652.510720287,8467.838948952245,Static SWP,Bullish
2017-08-31,4579538.972144789,8467.838948952245,Static SWP,Bullish
2017-09-30,4511367.527684759,8467.838948952245,Static SWP,Bullish
2017-10-31,4754862.648442533,8467.838948952245,Static SWP,Bullish
2017-11-30,4695855.166486463,8975.90928588938,Static SWP,Bullish
2017-12-31,4826539.685095306,8975.90928588938,Static SWP,Bullish
2018-01-31,5045353.972424301,8975.90928588938,Static SWP,Bullish
2018-02-28,4791675.3987431945,8975.90928588938,Static SWP,Bullish
2018-03-31,4609556.470407812,8975.90928588938,Static SWP,Bullish
2018-04-30,4885735.252848062,8975.90928588938,Static SWP,Bullish
2018-05-31,4875303.542902998,8975.90928588938,Static SWP,Bullish
2018-06-30,4856405.512334113,8975.90928588938,Static SWP,Bullish
2018-07-31,5138515.686135404,8975.90928588938,Static SWP,Bullish
2018-08-31,5276141.201787468,8975.90928588938,Static SWP,Bullish
2018-09-30,4928363.896294166,8975.90928588938,Static SWP,Bullish
2018-10-31,4674174.77940936,8975.90928588938,Static SWP,Bullish
2018-11-30,4885237.479231761,9514.463843042744,Static SWP,Bearish
2018-12-31,4869345.156910304,9514.463843042744,Static SWP,Bearish
2019-01-31,4845665.390540842,9514.463843042744,Static SWP,Bearish
2019-02-28,4818948.757519075,9514.463843042744,Static SWP,Bearish
2019-03-31,5180661.905165617,9514.463843042744,Static SWP,Bullish
2019-04-30,5226524.487040175,9514.463843042744,Static SWP,Bullish
2019-05-31,5294708.426917,9514.463843042744,Static SWP,Bullish
2019-06-30,5225709.094269185,9514.463843042744,Static SWP,Bullish
2019-07-31,4918823.220501469,9514.463843042744,Static SWP,Bullish
2019-08-31,4867389.481596138,9514.463843042744,Static SWP,Bullish
2019-09-30,5057105.383942394,9514.463843042744,Static SWP,Bearish
2019-10-31,5225204.092820377,9514.463843042744,Static SWP,Bearish
2019-11-30,5293689.620293936,10085.33167362531,Static SWP,Bullish
2019-12-31,5332957.991808424,10085.33167362531,Static SWP,Bullish
2020-01-31,5232437.487075808,10085.33167362531,Static SWP,Bullish
2020-02-29,4889761.402666619,10085.33167362531,Static SWP,Bullish
2020-03-31,3742984.1529851933,10085.33167362531,Static SWP,Bearish
2020-04-30,4282369.025573178,10085.33167362531,Static SWP,Bearish
2020-05-31,4150847.3325216216,10085.33167362531,Static SWP,Bearish
2020-06-30,4453495.590048138,10085.33167362531,Static SWP,Bearish
2020-07-31,4776857.208353995,10085.33167362531,Static SWP,Bearish
2020-08-31,4902246.548646521,10085.33167362531,Static SWP,Bullish
2020-09-30,4831913.6293124715,10085.33167362531,Static SWP,Bullish
2020-10-31,4991454.669296144,10085.33167362531,Static SWP,Bullish
2020-11-30,5549496.969693758,10690.451574042829,Static SWP,Bullish
2020-12-31,5972190.140610807,10690.451574042829,Static SWP,Bullish
2021-01-31,5813217.406252919,10690.451574042829,Static SWP,Bullish
2021-02-28,6183925.281785175,10690.451574042829,Static SWP,Bullish
2021-03-31,6241994.057645112,10690.451574042829,Static SWP,Bullish
2021-04-30,6205979.908368738,10690.451574042829,Static SWP,Bullish
2021-05-31,6598965.945834789,10690.451574042829,Static SWP,Bullish
2021-06-30,6647011.8302650135,10690.451574042829,Static SWP,Bullish
2021-07-31,6653888.617284457,10690.451574042829,Static SWP,Bullish
2021-08-31,7221142.890897167,10690.451574042829,Static SWP,Bullish
2021-09-30,7415278.111906417,10690.451574042829,Static SWP,Bullish
2021-10-31,7427105.19929004,10690.451574042829,Static SWP,Bullish
2021-11-30,7126429.055968779,11331.878668485399,Static SWP,Bullish
2021-12-31,7270711.915123909,11331.878668485399,Static SWP,Bullish
2022-01-31,7253430.756074488,11331.878668485399,Static SWP,Bullish
2022-02-28,7013722.592646974,11331.878668485399,Static SWP,Bullish
2022-03-31,7282561.240257508,11331.878668485399,Static SWP,Bullish
2022-04-30,7120196.928761683,11331.878668485399,Static SWP,Bearish
2022-05-31,6893209.372483804,11331.878668485399,Static SWP,Bearish
2022-06-30,6547577.901828275,11331.878668485399,Static SWP,Bearish
2022-07-31,7108008.97677075,11331.878668485399,Static SWP,Bearish
2022-08-31,7345669.203677603,11331.878668485399,Static SWP,Bearish
2022-09-30,7059298.177239475,11331.878668485399,Static SWP,Bullish
2022-10-31,7427002.461512504,11331.878668485399,Static SWP,Bullish
2022-11-30,7722652.026685436,12011.791388594524,Static SWP,Bullish
2022-12-31,7441785.1437761625,12011.791388594524,Static SWP,Bullish
2023-01-31,7247626.296748369,12011.791388594524,Static SWP,Bullish
2023-02-28,7088627.8848466845,12011.791388594524,Static SWP,Bullish
2023-03-31,7099474.772313174,12011.791388594524,Static SWP,Bullish
2023-04-30,7375883.2970681805,12011.791388594524,Static SWP,Bearish
2023-05-31,7555526.0653055925,12011.791388594524,Static SWP,Bearish
2023-06-30,7810381.566014519,12011.791388594524,Static SWP,Bullish
2023-07-31,8028235.921694524,12011.791388594524,Static SWP,Bullish
2023-08-31,7813016.749404672,12011.791388594524,Static SWP,Bullish
2023-09-30,7957031.557448193,12011.791388594524,Static SWP,Bullish
2023-10-31,7718646.122152219,12011.791388594524,Static SWP,Bullish
2023-11-30,8132126.941274055,12732.498871910195,Static SWP,Bullish
2023-12-31,8764955.215748157,12732.498871910195,Static SWP,Bullish
2024-01-31,8749923.72809827,12732.498871910195,Static SWP,Bullish
2024-02-29,8840737.047795799,12732.498871910195,Static SWP,Bullish
2024-03-31,8966389.905573022,12732.498871910195,Static SWP,Bullish
2024-04-30,9065280.967260526,12732.498871910195,Static SWP,Bullish
2024-05-31,9022811.90372562,12732.498871910195,Static SWP,Bullish
2024-06-30,9602731.17938018,12732.498871910195,Static SWP,Bullish
2024-07-31,9966159.5765611,12732.498871910195,Static SWP,Bullish
2024-08-31,10067163.87697202,12732.498871910195,Static SWP,Bullish
2024-09-30,10283791.768300777,12732.498871910195,Static SWP,Bullish
2024-10-31,9933749.257901024,12732.498871910195,Static SWP,Bullish
