Date,Open,High,Low,Close,Volume,Returns,MA50,MA200,Volatility20,Market_Signal
2001-01-02,1254.25,1279.6,1248.55,1271.8,0,0.01395200510244754,1253.775,1366.32375,0.014544543100845013,Bearish
2001-01-03,1271.8,1293.55,1263.95,1291.25,0,0.015293285107721433,1256.551,1364.5,0.014868382130931493,Bearish
2001-01-04,1291.3,1331.35,1291.3,1307.65,0,0.012700871248789936,1259.0259999999998,1362.5957499999997,0.014943766370035005,Bearish
2001-01-05,1307.55,1330.3,1306.25,1327.25,0,0.014988720223301222,1261.845,1360.71825,0.015287395163046644,Bearish
2001-01-08,1327.35,1334.2,1303.35,1309.25,0,-0.013561876059521527,1264.456,1358.93275,0.015513149492991742,Bearish
2001-01-09,1309.2,1323.4,1304.9,1311.65,0,0.0018331105594806552,1267.346,1357.2597500000002,0.015165445618210061,Bearish
2001-01-10,1311.65,1324.35,1285.3,1287.3,0,-0.018564403613768987,1269.6370000000002,1355.6825,0.01567566885618184,Bearish
2001-01-11,1287.5,1296.75,1275.95,1280.4,0,-0.005360055931018293,1271.229,1354.281,0.015147347971915172,Bearish
2001-01-12,1280.45,1298.85,1279.4,1286.75,0,0.004959387691346295,1272.4669999999999,1352.8795,0.015240716833857476,Bearish
2001-01-15,1286.85,1295.2,1277.85,1286.75,0,0.0,1273.3609999999999,1351.21275,0.014063090975041376,Bearish
2001-01-16,1287.0,1302.6,1279.85,1293.05,0,0.004896055954925149,1274.417,1349.8670000000002,0.014084328062045532,Bearish
2001-01-17,1299.4,1312.35,1295.3,1297.9,0,0.003750821700630347,1275.44,1348.5735,0.014077426287670692,Bearish
2001-01-18,1297.95,1309.95,1297.95,1305.95,0,0.006202326835657468,1276.223,1347.15525,0.0138911241475323,Bearish
2001-01-19,1306.0,1333.5,1306.0,1329.1,0,0.01772655920977062,1277.406,1346.03375,0.01397223559853639,Bearish
2001-01-22,1329.3,1351.85,1329.3,1348.0,0,0.0142201489729894,1279.575,1344.9260000000002,0.012314304728868563,Bearish
2001-01-23,1347.95,1362.05,1346.5,1355.2,0,0.005341246290801127,1282.518,1343.88725,0.01035287422866175,Bearish
2001-01-24,1355.35,1371.1,1355.35,1365.95,0,0.007932408500590293,1284.98,1342.874,0.010206624268836586,Bearish
2001-01-25,1366.05,1374.2,1353.5,1370.1,0,0.0030381785570481323,1287.4409999999998,1341.93325,0.0098528389983809,Bearish
2001-01-29,1368.55,1368.55,1312.1,1342.05,0,-0.020472958178235134,1289.617,1340.896,0.011184296376941535,Bearish
2001-01-30,1342.1,1382.55,1342.05,1379.7,0,0.028054096345143664,1292.491,1340.15225,0.01220397523584162,Bearish
2001-01-31,1385.85,1396.05,1369.0,1371.7,0,-0.005798361962745524,1295.173,1339.3370000000002,0.012227454207382344,Bearish
2001-02-01,1371.5,1373.5,1340.95,1359.15,0,-0.00914923088138797,1297.656,1338.9595,0.012245945376036488,Bearish
2001-02-02,1359.1,1384.9,1355.3,1378.85,0,0.014494353088327028,1300.786,1338.5890000000002,0.012329800023325647,Bearish
2001-02-05,1378.8,1392.15,1373.45,1382.6,0,0.0027196576857526633,1304.118,1337.4370000000001,0.011988080830285231,Bearish
2001-02-06,1382.7,1395.4,1382.7,1387.1,0,0.0032547374511788796,1307.356,1336.2492499999998,0.011406431692282054,Bearish
2001-02-07,1387.3,1391.85,1368.05,1370.8,0,-0.011751135462475637,1309.7140000000002,1335.13975,0.011871643377967986,Bearish
2001-02-08,1370.65,1396.8,1365.05,1395.5,0,0.01801867522614531,1312.1689999999999,1335.0432500000002,0.011296183474425186,Bearish
2001-02-09,1395.55,1416.3,1395.55,1405.7,0,0.007309208169115067,1314.9880000000003,1335.0469999999998,0.011090903969103541,Bearish
2001-02-12,1405.7,1416.45,1397.6,1402.2,0,-0.0024898627018566932,1317.6689999999999,1334.97975,0.011207523290647961,Bearish
2001-02-13,1402.2,1412.7,1386.65,1391.2,0,-0.007844815290258156,1319.969,1334.99575,0.011501738732485308,Bearish
2001-02-14,1393.15,1396.35,1380.65,1393.35,0,0.0015454284071303448,1322.3239999999998,1335.16525,0.011511977689213738,Bearish
2001-02-15,1393.35,1421.0,1393.35,1416.7,0,0.01675817274912994,1324.965,1335.1642499999998,0.01187059001392708,Bearish
2001-02-16,1415.85,1422.95,1376.15,1381.35,0,-0.024952354062257487,1326.621,1335.03825,0.013554069833628033,Bearish
2001-02-19,1381.4,1392.05,1369.45,1384.8,0,0.002497556737973694,1328.267,1335.382,0.013097232586453228,Bearish
2001-02-20,1384.85,1392.8,1380.4,1383.85,0,-0.0006860196418255748,1329.67,1335.18925,0.012794011034179723,Bearish
2001-02-21,1383.9,1389.55,1364.25,1370.1,0,-0.009936047982079033,1330.4289999999999,1335.2145,0.013000149545723396,Bearish
2001-02-22,1370.05,1370.05,1335.65,1355.1,0,-0.010948105977665823,1330.864,1335.09725,0.013126645168825809,Bearish
2001-02-23,1355.1,1362.8,1314.1,1320.45,0,-0.0255700686296213,1330.1870000000001,1334.88375,0.014252256459872404,Bearish
2001-02-26,1320.9,1325.2,1299.05,1312.4,0,-0.006096406528077525,1329.448,1334.9229999999998,0.013605999463528362,Bearish
2001-02-27,1312.45,1324.0,1281.9,1295.55,0,-0.012839073453215555,1329.1069999999997,1334.9867500000003,0.011981166657812018,Bearish
2001-02-28,1295.3,1362.25,1294.6,1351.4,0,0.04310910424144199,1329.783,1335.2475,0.015783400572138787,Bearish
2001-03-01,1351.75,1399.55,1345.05,1358.05,0,0.0049208228503772045,1330.734,1335.5034999999998,0.015696921201046644,Bearish
2001-03-02,1360.25,1386.75,1301.8,1306.35,0,-0.03806929052685837,1330.9560000000001,1335.477,0.017457419433938404,Bearish
2001-03-05,1304.85,1316.45,1259.1,1271.45,0,-0.02671565813143484,1330.8369999999998,1335.36725,0.018213947208479964,Bearish
2001-03-07,1272.8,1311.1,1249.45,1290.5,0,0.014982893546737985,1331.8069999999998,1335.47975,0.018644344572236106,Bearish
2001-03-08,1290.85,1307.95,1279.3,1292.85,0,0.0018209996125531092,1333.424,1335.779,0.01857269460883772,Bearish
2001-03-09,1292.7,1292.7,1219.35,1254.75,0,-0.0294697760761109,1333.953,1335.9307500000002,0.018810590305344724,Bearish
2001-03-15,1191.6,1219.7,1170.7,1217.15,0,-0.029966128710898543,1333.3169999999998,1335.8370000000002,0.019351705346598386,Bearish
2001-03-16,1216.9,1233.4,1179.6,1193.55,0,-0.01938955757301908,1331.9170000000001,1335.5665,0.01951281377258015,Bearish
2001-03-19,1192.85,1201.7,1173.15,1186.7,0,-0.005739181433538576,1330.565,1335.12325,0.019518479814709187,Bearish
2001-03-20,1186.8,1193.35,1162.35,1170.95,0,-0.013272099098339929,1328.5480000000002,1334.42275,0.019428603348396276,Bearish
2001-03-21,1168.8,1212.2,1156.15,1207.1,0,0.030872368589606625,1326.865,1333.734,0.02061370112587572,Bearish
2001-03-22,1206.45,1218.35,1184.95,1187.55,0,-0.0161958412724712,1324.463,1332.7695,0.020320506613668392,Bearish
2001-03-23,1187.6,1196.55,1139.65,1161.3,0,-0.02210433244915999,1321.144,1331.8310000000001,0.020438294760745435,Bearish
2001-03-26,1159.85,1165.65,1147.5,1161.5,0,0.00017222078704892674,1318.1889999999999,1330.69225,0.020456599874879453,Bearish
2001-03-27,1161.6,1182.7,1157.25,1177.75,0,0.013990529487731385,1315.511,1329.558,0.02106025330618933,Bearish
2001-03-28,1177.55,1209.6,1177.55,1206.2,0,0.02415623009976664,1313.889,1328.4802499999998,0.022175732883470443,Bearish
2001-03-29,1204.9,1210.1,1185.0,1195.1,0,-0.00920245398773012,1312.1830000000002,1327.3039999999999,0.02169562187191958,Bearish
2001-03-30,1195.05,1195.25,1144.65,1148.2,0,-0.03924357794326827,1309.412,1325.7267499999998,0.023028863732265283,Bearish
2001-04-02,1148.1,1148.1,1094.35,1138.1,0,-0.008796376937815875,1306.439,1324.08125,0.022987158902454473,Bearish
2001-04-03,1136.65,1153.1,1128.1,1149.25,0,0.009797030137949303,1303.563,1322.6255,0.02027229003818829,Bearish
2001-04-04,1146.1,1146.15,1120.35,1136.65,0,-0.01096367195997383,1300.338,1321.1442499999998,0.020054685274061432,Bearish
2001-04-06,1137.55,1171.85,1133.05,1139.6,0,0.0025953459728147443,1297.011,1319.6647500000001,0.0189476635842259,Bearish
2001-04-09,1137.6,1138.55,1116.1,1128.35,0,-0.00987188487188484,1292.996,1318.08025,0.018373715958675672,Bearish
2001-04-10,1129.1,1129.75,1093.05,1103.05,0,-0.022422120795852263,1288.097,1316.2089999999998,0.018048663639270036,Bearish
2001-04-11,1104.9,1116.85,1056.1,1066.8,0,-0.032863424142151265,1282.329,1314.0492499999998,0.018742565881372346,Bearish
2001-04-12,1066.75,1066.75,1001.8,1024.9,0,-0.03927634045744266,1275.508,1311.6382499999997,0.019411695876476825,Bearish
2001-04-16,1024.0,1049.4,1000.1,1044.6,0,0.01922138745243429,1268.998,1309.4855,0.019844843841199424,Bearish
2001-04-17,1044.85,1072.9,1037.7,1067.0,0,0.021443614780777498,1263.497,1307.37925,0.020634110208679377,Bearish
2001-04-18,1066.5,1106.3,1063.05,1103.4,0,0.034114339268978444,1257.971,1305.53525,0.022443180953543352,Bearish
2001-04-19,1103.6,1159.3,1103.6,1144.45,0,0.03720319013956863,1253.426,1303.99925,0.024053932970053822,Bearish
2001-04-20,1145.75,1156.45,1120.6,1144.0,0,-0.00039320197474768115,1249.1229999999998,1302.44775,0.02286930455792609,Bearish
2001-04-23,1144.05,1162.05,1137.3,1149.75,0,0.005026223776223748,1244.541,1300.8465,0.022688692172983634,Bearish
2001-04-24,1149.6,1149.6,1128.4,1146.3,0,-0.0030006523157208864,1239.815,1299.11625,0.022165988944638736,Bearish
2001-04-25,1146.5,1162.85,1142.3,1155.35,0,0.007894966413678706,1235.18,1297.53575,0.022243898540625872,Bearish
2001-04-26,1155.4,1170.2,1138.85,1143.75,0,-0.010040247544034209,1230.639,1295.77825,0.022095257068189357,Bearish
2001-04-27,1143.65,1143.65,1078.1,1101.3,0,-0.037114754098360736,1224.755,1293.72825,0.022631165095771778,Bearish
2001-04-30,1101.45,1127.9,1101.45,1125.25,0,0.021747026241714318,1219.146,1291.72425,0.023325399160081358,Bearish
2001-05-02,1125.45,1150.65,1125.25,1137.2,0,0.010619862252832846,1213.846,1289.82625,0.021836450630504753,Bearish
2001-05-03,1137.15,1139.85,1117.7,1122.05,0,-0.01332219486457975,1208.463,1287.8484999999998,0.021952775210500937,Bearish
2001-05-04,1121.45,1131.95,1113.65,1130.05,0,0.007129807049596648,1203.197,1285.9505,0.021895081268834788,Bearish
2001-05-07,1130.05,1145.4,1130.05,1139.2,0,0.00809698685898863,1197.647,1284.05375,0.021835609955613663,Bearish
2001-05-08,1139.25,1151.95,1138.2,1148.95,0,0.008558637640449396,1192.999,1282.13175,0.02190862838385664,Bearish
2001-05-09,1149.9,1164.3,1145.25,1149.25,0,0.0002611079681447137,1188.288,1280.265,0.021769524016158233,Bearish
2001-05-10,1149.1,1151.6,1139.25,1144.95,0,-0.0037415705895148532,1183.51,1278.4409999999998,0.021095499736350106,Bearish
2001-05-11,1144.1,1146.85,1136.9,1140.5,0,-0.0038866326040438715,1178.918,1276.74525,0.01950446543729669,Bearish
2001-05-14,1140.45,1146.25,1134.05,1140.8,0,0.00026304252520814586,1174.632,1275.13375,0.016746425292883994,Bearish
2001-05-15,1140.75,1147.75,1096.25,1145.3,0,0.003944600280504806,1171.1290000000001,1273.68125,0.016433293985241907,Bearish
2001-05-16,1147.1,1163.15,1146.05,1151.15,0,0.005107832009080715,1167.904,1272.3159999999998,0.0159584960344109,Bearish
2001-05-17,1151.2,1179.0,1150.6,1174.95,0,0.020674977196716293,1165.492,1271.2045,0.014865874936749639,Bearish
2001-05-18,1175.0,1187.65,1169.2,1172.8,0,-0.001829865100642647,1161.9199999999998,1270.3239999999998,0.012556840606819133,Bearish
2001-05-21,1172.95,1182.65,1166.7,1169.45,0,-0.002856412005456943,1158.1480000000001,1269.58,0.01258636508457384,Bearish
2001-05-22,1169.5,1176.2,1165.65,1168.1,0,-0.0011543888152552029,1155.383,1268.73025,0.012562725776717394,Bearish
2001-05-23,1168.25,1181.8,1167.0,1179.1,0,0.009417001969009409,1153.5359999999998,1267.95675,0.0126679004438817,Bearish
2001-05-24,1179.1,1190.15,1177.55,1181.85,0,0.0023322873377999986,1151.3629999999998,1267.20175,0.012580603712968487,Bearish
2001-05-25,1181.95,1188.5,1171.35,1174.9,0,-0.00588061090662928,1149.004,1266.442,0.012418154823880157,Bearish
2001-05-28,1174.95,1194.5,1174.45,1193.2,0,0.01557579368456885,1147.7730000000001,1265.7485,0.008905411106217594,Bearish
2001-05-29,1193.25,1202.05,1193.25,1198.45,0,0.004399932953402574,1147.399,1265.1345,0.007876719874646389,Bearish
2001-05-30,1199.5,1207.0,1173.75,1177.55,0,-0.017439192290041428,1147.0790000000002,1264.4295,0.00891348715874466,Bearish
2001-05-31,1177.5,1177.5,1154.9,1167.9,0,-0.008194981104836185,1146.703,1263.715,0.008521298810061037,Bearish
2001-06-01,1168.1,1175.8,1146.9,1148.05,0,-0.01699631817792635,1146.245,1262.7272500000001,0.009422698489252864,Bearish
2001-06-04,1148.0,1154.45,1125.35,1127.2,0,-0.018161229911589083,1144.647,1261.6385,0.010157905532426521,Bearish
2001-06-05,1127.15,1130.65,1106.8,1115.6,0,-0.01029098651525917,1143.208,1260.5765,0.010149564765703977,Bearish
2001-06-06,1117.5,1132.95,1114.0,1115.7,0,8.963786303350929e-05,1142.296,1259.60125,0.010148139815352895,Bearish
2001-06-07,1115.05,1116.1,1095.45,1112.35,0,-0.0030025992650355438,1141.313,1258.5735,0.010140628288827705,Bearish
2001-06-08,1112.45,1128.9,1112.45,1126.6,0,0.012810716051602444,1140.29,1257.44925,0.010601511091318294,Bearish
2001-06-11,1126.55,1134.8,1122.35,1131.1,0,0.003994319190484541,1138.788,1256.3977499999999,0.010649471365950468,Bearish
2001-06-12,1131.05,1133.3,1121.8,1127.15,0,-0.0034921757581114488,1137.4289999999999,1255.24325,0.010620576486051327,Bearish
2001-06-13,1127.1,1132.95,1126.9,1129.0,0,0.0016413077230181816,1137.045,1254.037,0.010548074235422082,Bearish
2001-06-14,1128.95,1128.95,1110.15,1112.75,0,-0.014393268379096491,1136.5379999999998,1252.6947499999999,0.00964584138135131,Bearish
2001-06-15,1112.7,1112.7,1084.2,1087.75,0,-0.022466861379465297,1135.308,1251.20325,0.010606984879838815,Bearish
2001-06-18,1087.75,1087.75,1064.4,1078.3,0,-0.008687658009652988,1134.141,1249.66,0.010662476477801797,Bearish
2001-06-19,1078.25,1099.7,1075.45,1096.65,0,0.017017527589724635,1133.282,1248.237,0.01164615293362617,Bearish
2001-06-20,1096.35,1100.55,1084.7,1097.6,0,0.0008662745634431257,1132.667,1246.87575,0.011315239055752598,Bearish
2001-06-21,1097.9,1102.45,1090.25,1095.2,0,-0.0021865889212826506,1132.51,1245.51325,0.011237205264030931,Bearish
2001-06-22,1095.85,1097.8,1081.3,1087.65,0,-0.006893718042366603,1132.927,1244.07175,0.01124963992825025,Bearish
2001-06-25,1087.1,1087.1,1064.4,1067.0,0,-0.01898588700409143,1133.769,1242.43625,0.010762151767895025,Bearish
2001-06-26,1066.4,1099.8,1060.05,1096.6,0,0.02774133083411434,1134.809,1240.7804999999998,0.01293965422327444,Bearish
2001-06-27,1096.6,1102.8,1086.75,1096.1,0,-0.0004559547692868371,1135.391,1239.1197499999998,0.012588058330871366,Bearish
2001-06-28,1095.85,1101.0,1090.2,1094.0,0,-0.0019158835872638003,1135.203,1237.413,0.012543083321972667,Bearish
2001-06-29,1094.05,1114.35,1091.05,1107.9,0,0.012705667276051269,1134.472,1235.75375,0.012580482514447313,Bearish
2001-07-02,1108.35,1119.55,1097.95,1100.75,0,-0.0064536510515390555,1133.607,1234.0072499999999,0.012034930103399732,Bearish
2001-07-03,1097.4,1097.4,1066.05,1069.8,0,-0.028117192823075232,1132.008,1232.0745,0.013339451025215865,Bearish
2001-07-04,1068.05,1074.6,1062.2,1067.95,0,-0.0017292951953635782,1130.4409999999998,1230.076,0.013330585726089778,Bearish
2001-07-05,1068.35,1079.35,1066.95,1069.75,0,0.001685472166299773,1128.729,1228.144,0.01335507728618526,Bearish
2001-07-06,1069.15,1069.15,1059.6,1065.1,0,-0.004346810002337054,1127.156,1226.243,0.012906222027946914,Bearish
2001-07-09,1064.8,1064.8,1052.1,1059.5,0,-0.005257722279598087,1126.32,1224.4545,0.01281826642805962,Bearish
2001-07-10,1059.95,1078.1,1059.25,1072.05,0,0.011845210004719053,1125.2559999999999,1223.0430000000001,0.013250502856212749,Bearish
2001-07-11,1072.15,1088.5,1068.35,1083.65,0,0.010820390839979543,1124.185,1221.87625,0.0135540445597919,Bearish
2001-07-12,1083.8,1109.0,1083.8,1105.5,0,0.020163336870760773,1123.854,1220.6892500000001,0.014078180316602358,Bearish
2001-07-13,1105.7,1127.15,1103.3,1110.45,0,0.004477611940298498,1123.462,1219.59225,0.013093251736415266,Bearish
2001-07-16,1110.35,1116.7,1102.45,1105.55,0,-0.004412625512179802,1122.789,1218.65725,0.01295901138903036,Bearish
2001-07-17,1103.55,1106.05,1092.5,1103.1,0,-0.0022160915381485013,1121.872,1217.8332500000001,0.012436577339691245,Bearish
2001-07-18,1103.1,1108.45,1088.1,1091.95,0,-0.010107877798930187,1120.726,1216.83025,0.012653574756787132,Bearish
2001-07-19,1091.35,1091.35,1079.55,1085.9,0,-0.0055405467283300425,1119.545,1215.9277499999998,0.012703665508313583,Bearish
2001-07-20,1085.95,1089.95,1072.75,1077.7,0,-0.007551339902385212,1118.289,1214.958,0.012722332283426232,Bearish
2001-07-23,1076.15,1076.15,1063.4,1070.65,0,-0.0065417091955088935,1116.886,1213.90125,0.01205122033598761,Bearish
2001-07-24,1065.95,1074.75,1064.5,1072.55,0,0.0017746228926351915,1115.4309999999998,1212.775,0.010186949210809202,Bearish
2001-07-25,1072.45,1073.95,1062.15,1064.2,0,-0.007785184839867565,1113.692,1211.6722499999998,0.010295376789205843,Bearish
2001-07-26,1063.9,1066.55,1050.15,1053.4,0,-0.010148468333020078,1111.261,1210.51425,0.010478969070809932,Bearish
2001-07-27,1053.2,1061.2,1046.9,1051.7,0,-0.0016138219100056972,1108.8390000000002,1209.43625,0.009906618596179627,Bearish
2001-07-30,1051.45,1062.8,1050.9,1061.45,0,0.009270704573547617,1106.6789999999999,1208.54875,0.010200351175555214,Bearish
2001-07-31,1061.45,1076.35,1053.6,1072.85,0,0.010740025436902112,1104.774,1207.9035,0.00847119362747517,Bearish
2001-08-01,1073.0,1077.7,1059.75,1063.15,0,-0.009041338490935136,1102.455,1207.188,0.008712125515011849,Bearish
2001-08-02,1064.25,1070.05,1059.55,1066.0,0,0.0026807129755912484,1100.138,1206.63425,0.008726228411464029,Bearish
2001-08-03,1066.4,1077.55,1066.2,1074.6,0,0.008067542213883616,1098.132,1206.13,0.008851831818291278,Bearish
2001-08-06,1074.2,1082.4,1072.55,1075.25,0,0.000604876233017082,1095.773,1205.716,0.0087482494535028,Bearish
2001-08-07,1074.35,1079.3,1070.2,1072.1,0,-0.0029295512671472235,1093.246,1205.3964999999998,0.008380253522061348,Bearish
2001-08-08,1071.75,1072.1,1059.55,1068.0,0,-0.0038242701240555066,1091.055,1204.90575,0.0080203912512716,Bearish
2001-08-09,1068.1,1072.6,1061.4,1070.65,0,0.0024812734082397814,1089.11,1204.399,0.006413528149416729,Bearish
2001-08-10,1070.65,1076.7,1069.05,1071.15,0,0.0004670060243776586,1087.572,1204.035,0.006275342924656862,Bearish
2001-08-13,1070.95,1081.4,1061.05,1063.0,0,-0.007608644914344431,1086.288,1203.5877500000001,0.006385600477224252,Bearish
2001-08-14,1063.05,1076.6,1062.2,1075.5,0,0.01175917215428024,1085.4859999999999,1203.0457500000002,0.00708073192109055,Bearish
2001-08-16,1075.2,1083.7,1072.95,1078.95,0,0.0032078103207811015,1084.751,1202.509,0.006824642846108707,Bearish
2001-08-17,1079.0,1084.0,1067.6,1069.2,0,-0.009036563325455327,1083.888,1201.9615000000001,0.007000972337144574,Bearish
2001-08-20,1062.5,1067.95,1061.0,1063.75,0,-0.005097268986157921,1082.631,1201.4445,0.006896241239556,Bearish
2001-08-21,1063.65,1071.2,1062.3,1068.7,0,0.004653349001175089,1081.3829999999998,1200.9242499999998,0.006845181107829998,Bearish
2001-08-23,1068.7,1079.0,1065.7,1071.5,0,0.00262000561429776,1080.27,1200.27775,0.006859758658344704,Bearish
2001-08-24,1071.5,1076.7,1064.9,1069.15,0,-0.0021931871208584752,1079.073,1199.49925,0.006637234609377111,Bearish
2001-08-27,1064.05,1078.35,1064.05,1072.55,0,0.003180096338212479,1078.269,1198.65175,0.006192102134354464,Bearish
2001-08-28,1072.35,1076.85,1069.6,1070.65,0,-0.00177147918511944,1077.9270000000001,1197.80375,0.006195596150846681,Bearish
2001-08-29,1070.55,1074.5,1066.45,1067.45,0,-0.0029888385560173925,1077.71,1196.90725,0.005925611998470709,Bearish
2001-08-30,1068.3,1070.25,1061.9,1064.15,0,-0.0030914796945992196,1077.06,1195.894,0.005429193321542119,Bearish
2001-08-31,1064.1,1064.1,1051.75,1053.75,0,-0.009773058309448968,1076.183,1194.813,0.005492634158525441,Bearish
2001-09-03,1054.65,1059.9,1046.35,1048.05,0,-0.005409252669039244,1075.24,1193.8555,0.005549118870062631,Bearish
2001-09-04,1048.2,1053.25,1043.3,1048.2,0,0.00014312294260787617,1074.451,1193.05625,0.005148516532417041,Bearish
2001-09-05,1047.25,1051.55,1043.3,1045.0,0,-0.0030528525090631753,1074.011,1192.067,0.005144858350142341,Bearish
2001-09-06,1047.7,1048.2,1033.4,1036.1,0,-0.008516746411483367,1072.8010000000002,1191.01225,0.005377935688363585,Bearish
2001-09-07,1036.35,1037.35,1026.45,1035.2,0,-0.000868642022970656,1071.5829999999999,1190.022,0.005356843621471762,Bearish
