Date,Corpus,Withdrawal,Strategy,Market_Signal
2004-11-30,1338160.0361170066,4208.256533333334,Smart SWP,Bullish
2004-12-31,1417091.4959382985,4208.256533333334,Smart SWP,Bullish
2005-01-31,1398337.4206942767,3156.192400000001,Smart SWP,Bullish
2005-02-28,1425152.73689359,4208.256533333334,Smart SWP,Bullish
2005-03-31,1375139.0245114483,4208.256533333334,Smart SWP,Bullish
2005-04-30,1280984.185258247,4208.256533333334,Smart SWP,Bullish
2005-05-31,1401373.102697076,4208.256533333334,Smart SWP,Bullish
2005-06-30,1486481.3613676159,4208.256533333334,Smart SWP,Bullish
2005-07-31,1543657.5688698634,4208.256533333334,Smart SWP,Bullish
2005-08-31,1587749.1112846488,4208.256533333334,Smart SWP,Bullish
2005-09-30,1727857.4713914713,4208.256533333334,Smart SWP,Bullish
2005-10-31,1571635.716493522,3156.192400000001,Smart SWP,Bullish
2005-11-30,1753640.7808231192,4460.751925333335,Smart SWP,Bullish
2005-12-31,1871037.318333435,4460.751925333335,Smart SWP,Bullish
2006-01-31,1975116.585350749,4460.751925333335,Smart SWP,Bullish
2006-02-28,2019094.2662273266,4460.751925333335,Smart SWP,Bullish
2006-03-31,2229926.081115871,4460.751925333335,Smart SWP,Bullish
2006-04-30,2328195.4938443718,3345.5639440000014,Smart SWP,Bullish
2006-05-31,2006437.6526544816,3345.5639440000014,Smart SWP,Bullish
2006-06-30,2040430.4296196827,3345.5639440000014,Smart SWP,Bullish
2006-07-31,2046868.9128735263,3345.5639440000014,Smart SWP,Bullish
2006-08-31,2218689.471305429,4460.751925333335,Smart SWP,Bullish
2006-09-30,2327636.0578325395,4460.751925333335,Smart SWP,Bullish
2006-10-31,2424170.9959653174,4460.751925333335,Smart SWP,Bullish
2006-11-30,2555669.0826057503,4728.397040853335,Smart SWP,Bullish
2006-12-31,2559813.3808759404,3546.2977806400013,Smart SWP,Bullish
2007-01-31,2630142.0371317468,4728.397040853335,Smart SWP,Bullish
2007-02-28,2409237.1474074787,3546.2977806400013,Smart SWP,Bullish
2007-03-31,2454740.1467431765,3546.2977806400013,Smart SWP,Bullish
2007-04-30,2622281.5066106226,3546.2977806400013,Smart SWP,Bullish
2007-05-31,2750915.55122058,4728.397040853335,Smart SWP,Bullish
2007-06-30,2760595.553058274,4728.397040853335,Smart SWP,Bullish
2007-07-31,2890467.2055036584,4728.397040853335,Smart SWP,Bullish
2007-08-31,2845531.416289892,3546.2977806400013,Smart SWP,Bullish
2007-09-30,3196080.1103935665,4728.397040853335,Smart SWP,Bullish
2007-10-31,3752206.657777884,3546.2977806400013,Smart SWP,Bullish
2007-11-30,3660757.361882201,3759.075647478402,Smart SWP,Bullish
2007-12-31,3895755.069795249,3759.075647478402,Smart SWP,Bullish
2008-01-31,3256633.665909163,3759.075647478402,Smart SWP,Bullish
2008-02-29,3307421.754117583,3759.075647478402,Smart SWP,Bullish
2008-03-31,2994037.0945199756,3759.075647478402,Smart SWP,Bullish
2008-04-30,3263841.6626166124,3007.2605179827215,Smart SWP,Bearish
2008-05-31,3073946.4708955497,3007.2605179827215,Smart SWP,Bearish
2008-06-30,2548089.3961911546,2255.445388487041,Smart SWP,Bearish
2008-07-31,2730229.971009395,2255.445388487041,Smart SWP,Bearish
2008-08-31,2745018.968948388,2255.445388487041,Smart SWP,Bearish
2008-09-30,2466498.7704464714,2255.445388487041,Smart SWP,Bearish
2008-10-31,1694233.004278109,2255.445388487041,Smart SWP,Bearish
2008-11-30,1728308.084077973,2390.7721117962633,Smart SWP,Bearish
2008-12-31,1853920.3842888186,2390.7721117962633,Smart SWP,Bearish
2009-01-31,1798683.9692002344,2390.7721117962633,Smart SWP,Bearish
2009-02-28,1726749.6729557659,2390.7721117962633,Smart SWP,Bearish
2009-03-31,1885121.9102161832,2390.7721117962633,Smart SWP,Bearish
2009-04-30,2165410.5023202565,2390.7721117962633,Smart SWP,Bearish
2009-05-31,2770764.585420035,2390.7721117962633,Smart SWP,Bearish
2009-06-30,2668472.4567634957,3984.6201863271062,Smart SWP,Bullish
2009-07-31,2879247.9127681856,3984.6201863271062,Smart SWP,Bullish
2009-08-31,2891192.011529007,3984.6201863271062,Smart SWP,Bullish
2009-09-30,3147488.620289567,5312.826915102808,Smart SWP,Bullish
2009-10-31,2911714.7072302666,5312.826915102808,Smart SWP,Bullish
2009-11-30,3105861.1142581087,4223.697397506732,Smart SWP,Bullish
2009-12-31,3204124.3889871365,5631.5965300089765,Smart SWP,Bullish
2010-01-31,3001971.766878274,5631.5965300089765,Smart SWP,Bullish
2010-02-28,3021089.88893305,5631.5965300089765,Smart SWP,Bullish
2010-03-31,3216033.668894381,5631.5965300089765,Smart SWP,Bullish
2010-04-30,3228108.6073953384,5631.5965300089765,Smart SWP,Bullish
2010-05-31,3106638.146064962,4223.697397506732,Smart SWP,Bullish
2010-06-30,3239166.223293853,5631.5965300089765,Smart SWP,Bullish
2010-07-31,3267130.49667509,5631.5965300089765,Smart SWP,Bullish
2010-08-31,3282680.8327190974,5631.5965300089765,Smart SWP,Bullish
2010-09-30,3658369.8264032286,5631.5965300089765,Smart SWP,Bullish
2010-10-31,3645306.156576851,5631.5965300089765,Smart SWP,Bullish
2010-11-30,3545443.240809304,5969.4923218095155,Smart SWP,Bullish
2010-12-31,3703843.6587424916,5969.4923218095155,Smart SWP,Bullish
2011-01-31,3318342.64406588,5969.4923218095155,Smart SWP,Bullish
2011-02-28,3209811.354298728,4477.119241357137,Smart SWP,Bullish
2011-03-31,3507455.099833128,3581.6953930857094,Smart SWP,Bearish
2011-04-30,3453219.349644938,3581.6953930857094,Smart SWP,Bearish
2011-05-31,3335911.7504593018,3581.6953930857094,Smart SWP,Bearish
2011-06-30,3384677.2579703783,3581.6953930857094,Smart SWP,Bearish
2011-07-31,3281965.7650654647,3581.6953930857094,Smart SWP,Bearish
2011-08-31,2991314.2375927977,2686.271544814282,Smart SWP,Bearish
2011-09-30,2954085.1951579647,2686.271544814282,Smart SWP,Bearish
2011-10-31,3180488.8056874555,2686.271544814282,Smart SWP,Bearish
2011-11-30,2881398.636901665,3796.597116670852,Smart SWP,Bearish
2011-12-31,2754667.83379749,2847.447837503139,Smart SWP,Bearish
2012-01-31,3093365.510634037,3796.597116670852,Smart SWP,Bearish
2012-02-29,3200202.431179029,3796.597116670852,Smart SWP,Bearish
2012-03-31,3140599.4688731367,6327.661861118087,Smart SWP,Bullish
2012-04-30,3106160.5787496874,6327.661861118087,Smart SWP,Bullish
2012-05-31,2908130.0479810457,6327.661861118087,Smart SWP,Bullish
2012-06-30,3113780.233931131,3796.597116670852,Smart SWP,Bearish
2012-07-31,3078018.8579111616,6327.661861118087,Smart SWP,Bullish
2012-08-31,3089056.190563025,6327.661861118087,Smart SWP,Bullish
2012-09-30,3344022.090280767,6327.661861118087,Smart SWP,Bullish
2012-10-31,3288677.149520157,6327.661861118087,Smart SWP,Bullish
2012-11-30,3434210.9369830266,6707.321572785172,Smart SWP,Bullish
2012-12-31,3442251.2409719173,6707.321572785172,Smart SWP,Bullish
2013-01-31,3511120.602840904,6707.321572785172,Smart SWP,Bullish
2013-02-28,3305606.386203578,6707.321572785172,Smart SWP,Bullish
2013-03-31,3292802.3560027047,6707.321572785172,Smart SWP,Bullish
2013-04-30,3429597.95186383,6707.321572785172,Smart SWP,Bullish
2013-05-31,3455132.3904030826,6707.321572785172,Smart SWP,Bullish
2013-06-30,3365451.5590080563,6707.321572785172,Smart SWP,Bullish
2013-07-31,3301023.131308708,6707.321572785172,Smart SWP,Bullish
2013-08-31,3142669.3350196914,3018.294707753327,Smart SWP,Bearish
2013-09-30,3290989.4243496754,3018.294707753327,Smart SWP,Bearish
2013-10-31,3610509.464464356,4024.3929436711032,Smart SWP,Bearish
2013-11-30,3532870.6338652023,7109.760867152283,Smart SWP,Bullish
2013-12-31,3598922.6019323873,7109.760867152283,Smart SWP,Bullish
2014-01-31,3469355.8458059556,7109.760867152283,Smart SWP,Bullish
2014-02-28,3569041.512034021,7109.760867152283,Smart SWP,Bullish
2014-03-31,3804863.9054801157,7109.760867152283,Smart SWP,Bullish
2014-04-30,3793327.3765477585,7109.760867152283,Smart SWP,Bullish
2014-05-31,4088459.091959959,7109.760867152283,Smart SWP,Bullish
2014-06-30,4297026.935733714,7109.760867152283,Smart SWP,Bullish
2014-07-31,4351990.014978226,7109.760867152283,Smart SWP,Bullish
2014-08-31,4476235.242648066,7109.760867152283,Smart SWP,Bullish
2014-09-30,4475006.120461091,7109.760867152283,Smart SWP,Bullish
2014-10-31,4668700.797552556,7109.760867152283,Smart SWP,Bullish
2014-11-30,4810416.793826008,7536.34651918142,Smart SWP,Bullish
2014-12-31,4631736.98369625,7536.34651918142,Smart SWP,Bullish
2015-01-31,4918454.926336518,7536.34651918142,Smart SWP,Bullish
2015-02-28,4962817.271527196,7536.34651918142,Smart SWP,Bullish
2015-03-31,4726230.393263833,7536.34651918142,Smart SWP,Bullish
2015-04-30,4546421.251229971,7536.34651918142,Smart SWP,Bullish
2015-05-31,4679003.479360626,7536.34651918142,Smart SWP,Bullish
2015-06-30,4638336.339750464,4521.807911508852,Smart SWP,Bearish
2015-07-31,4724907.389273142,4521.807911508852,Smart SWP,Bearish
2015-08-31,4410568.1385041,3391.3559336316393,Smart SWP,Bearish
2015-09-30,4393652.276134411,4521.807911508852,Smart SWP,Bearish
2015-10-31,4453745.440241686,4521.807911508852,Smart SWP,Bearish
2015-11-30,4376865.678113768,4793.116386199384,Smart SWP,Bearish
2015-12-31,4378195.016474056,4793.116386199384,Smart SWP,Bearish
2016-01-31,4162490.846295075,4793.116386199384,Smart SWP,Bearish
2016-02-29,3840429.2550671534,4793.116386199384,Smart SWP,Bearish
2016-03-31,4248615.367510675,4793.116386199384,Smart SWP,Bearish
2016-04-30,4304984.216380949,4793.116386199384,Smart SWP,Bearish
2016-05-31,4467170.292543701,7988.527310332306,Smart SWP,Bullish
2016-06-30,4529062.561773019,7988.527310332306,Smart SWP,Bullish
2016-07-31,4712750.749317972,7988.527310332306,Smart SWP,Bullish
2016-08-31,4785340.2489422085,7988.527310332306,Smart SWP,Bullish
2016-09-30,4682012.005875652,7988.527310332306,Smart SWP,Bullish
2016-10-31,4681934.532801455,7988.527310332306,Smart SWP,Bullish
2016-11-30,4455699.77237831,8467.838948952245,Smart SWP,Bullish
2016-12-31,4429652.982171922,5080.7033693713465,Smart SWP,Bearish
2017-01-31,4627769.852015376,5080.7033693713465,Smart SWP,Bearish
2017-02-28,4791357.558824253,8467.838948952245,Smart SWP,Bullish
2017-03-31,4941610.588600036,8467.838948952245,Smart SWP,Bullish
2017-04-30,5003331.261404138,8467.838948952245,Smart SWP,Bullish
2017-05-31,5165440.3944316255,8467.838948952245,Smart SWP,Bullish
2017-06-30,5103096.817550366,8467.838948952245,Smart SWP,Bullish
2017-07-31,5392746.010596447,8467.838948952245,Smart SWP,Bullish
2017-08-31,5299082.513681714,8467.838948952245,Smart SWP,Bullish
2017-09-30,5221530.355570536,8467.838948952245,Smart SWP,Bullish
2017-10-31,5504688.55562516,8467.838948952245,Smart SWP,Bullish
2017-11-30,5437791.262303565,8975.90928588938,Smart SWP,Bullish
2017-12-31,5590541.860239529,8975.90928588938,Smart SWP,Bullish
2018-01-31,5845413.492383844,8975.90928588938,Smart SWP,Bullish
2018-02-28,5552931.556782268,8975.90928588938,Smart SWP,Bullish
2018-03-31,5343305.299902161,8975.90928588938,Smart SWP,Bullish
2018-04-30,5664874.983315658,8975.90928588938,Smart SWP,Bullish
2018-05-31,5654211.113403976,8975.90928588938,Smart SWP,Bullish
2018-06-30,5633727.865563029,8975.90928588938,Smart SWP,Bullish
2018-07-31,5962429.64266492,8975.90928588938,Smart SWP,Bullish
2018-08-31,6123561.354937031,8975.90928588938,Smart SWP,Bullish
2018-09-30,5721367.929768216,8975.90928588938,Smart SWP,Bullish
2018-10-31,5429966.4783783,6731.9319644170355,Smart SWP,Bullish
2018-11-30,5680501.23578552,5708.678305825646,Smart SWP,Bearish
2018-12-31,5667376.452710517,5708.678305825646,Smart SWP,Bearish
2019-01-31,5645180.936976496,5708.678305825646,Smart SWP,Bearish
2019-02-28,5619431.799890347,5708.678305825646,Smart SWP,Bearish
2019-03-31,6042810.141090512,9514.463843042744,Smart SWP,Bullish
2019-04-30,6097888.38365672,9514.463843042744,Smart SWP,Bullish
2019-05-31,6179026.167717018,9514.463843042744,Smart SWP,Bullish
2019-06-30,6100091.722395993,9514.463843042744,Smart SWP,Bullish
2019-07-31,5743448.697924105,9514.463843042744,Smart SWP,Bullish
2019-08-31,5684987.32239476,9514.463843042744,Smart SWP,Bullish
2019-09-30,5913401.822543401,4281.508729369234,Smart SWP,Bearish
2019-10-31,6115380.740112322,5708.678305825646,Smart SWP,Bearish
2019-11-30,6197251.762722155,10085.33167362531,Smart SWP,Bullish
2019-12-31,6244944.152452306,10085.33167362531,Smart SWP,Bullish
2020-01-31,6128958.379402949,10085.33167362531,Smart SWP,Bullish
2020-02-29,5729296.509848932,10085.33167362531,Smart SWP,Bullish
2020-03-31,4392904.774139744,4538.399253131389,Smart SWP,Bearish
2020-04-30,5033244.949011293,4538.399253131389,Smart SWP,Bearish
2020-05-31,4885977.385391022,4538.399253131389,Smart SWP,Bearish
2020-06-30,5248046.023633619,6051.199004175185,Smart SWP,Bearish
2020-07-31,5634932.216067092,6051.199004175185,Smart SWP,Bearish
2020-08-31,5784657.102749612,10085.33167362531,Smart SWP,Bullish
2020-09-30,5703479.541742964,10085.33167362531,Smart SWP,Bullish
2020-10-31,5893617.271718961,10085.33167362531,Smart SWP,Bullish
2020-11-30,6554453.137038239,10690.451574042829,Smart SWP,Bullish
2020-12-31,7055627.573307263,10690.451574042829,Smart SWP,Bullish
2021-01-31,6869754.393385652,10690.451574042829,Smart SWP,Bullish
2021-02-28,7312453.025492905,8017.8386805321215,Smart SWP,Bullish
2021-03-31,7383069.930940324,10690.451574042829,Smart SWP,Bullish
2021-04-30,7342426.450042694,10690.451574042829,Smart SWP,Bullish
2021-05-31,7809334.214085086,10690.451574042829,Smart SWP,Bullish
2021-06-30,7868153.392070147,10690.451574042829,Smart SWP,Bullish
2021-07-31,7878257.506755081,10690.451574042829,Smart SWP,Bullish
2021-08-31,8551858.246630266,10690.451574042829,Smart SWP,Bullish
2021-09-30,8783738.83175612,10690.451574042829,Smart SWP,Bullish
2021-10-31,8799721.443329966,10690.451574042829,Smart SWP,Bullish
2021-11-30,8445571.082648735,11331.878668485399,Smart SWP,Bullish
2021-12-31,8618659.10341029,11331.878668485399,Smart SWP,Bullish
2022-01-31,8600274.982800102,11331.878668485399,Smart SWP,Bullish
2022-02-28,8318161.054294987,11331.878668485399,Smart SWP,Bullish
2022-03-31,8639106.86831693,11331.878668485399,Smart SWP,Bullish
2022-04-30,8453142.02115395,6799.127201091239,Smart SWP,Bearish
2022-05-31,8192014.915743206,5099.345400818429,Smart SWP,Bearish
2022-06-30,7787928.0962783955,6799.127201091239,Smart SWP,Bearish
2022-07-31,8461204.691367611,6799.127201091239,Smart SWP,Bearish
2022-08-31,8750799.839791743,6799.127201091239,Smart SWP,Bearish
2022-09-30,8411817.414453652,11331.878668485399,Smart SWP,Bullish
2022-10-31,8852142.756671384,11331.878668485399,Smart SWP,Bullish
2022-11-30,9206828.33250558,12011.791388594524,Smart SWP,Bullish
2022-12-31,8874291.58862688,12011.791388594524,Smart SWP,Bullish
2023-01-31,8645070.343790954,12011.791388594524,Smart SWP,Bullish
2023-02-28,8457730.848971808,12011.791388594524,Smart SWP,Bullish
2023-03-31,8472992.67900333,12011.791388594524,Smart SWP,Bullish
2023-04-30,8810005.888844037,7207.074833156714,Smart SWP,Bearish
2023-05-31,9031717.53885026,7207.074833156714,Smart SWP,Bearish
2023-06-30,9338713.316458145,12011.791388594524,Smart SWP,Bullish
2023-07-31,9601547.77047877,12011.791388594524,Smart SWP,Bullish
2023-08-31,9346505.580623077,12011.791388594524,Smart SWP,Bullish
2023-09-30,9521144.289174732,12011.791388594524,Smart SWP,Bullish
2023-10-31,9238260.614050686,12011.791388594524,Smart SWP,Bullish
2023-11-30,9735652.51348551,12732.498871910195,Smart SWP,Bullish
2023-12-31,10495775.063608825,12732.498871910195,Smart SWP,Bullish
2024-01-31,10480289.593558686,12732.498871910195,Smart SWP,Bullish
2024-02-29,10591579.908888571,12732.498871910195,Smart SWP,Bullish
2024-03-31,10744638.967354607,12732.498871910195,Smart SWP,Bullish
2024-04-30,10865667.644506963,12732.498871910195,Smart SWP,Bullish
2024-05-31,10817292.827467041,12732.498871910195,Smart SWP,Bullish
2024-06-30,11515080.270512978,12732.498871910195,Smart SWP,Bullish
2024-07-31,11953419.746037003,12732.498871910195,Smart SWP,Bullish
2024-08-31,12077103.254951669,12732.498871910195,Smart SWP,Bullish
2024-09-30,12339523.634179387,12732.498871910195,Smart SWP,Bullish
2024-10-31,11922052.79043715,12732.498871910195,Smart SWP,Bullish
